t,vx,wz,tgt_r,tgt_l,spd_r,spd_l,err_r,err_l,ticks_r,ticks_l,dist_r,dist_l,raw_angle,filtered_angle,error,weld
2.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-6.6796842441042275,nan,nan,NO_WELD
2.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-6.6796842441042275,nan,nan,NO_WELD
2.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.4062466240378864,nan,nan,NO_WELD
2.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.4062466240378864,nan,nan,NO_WELD
2.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.7578091605014305,nan,nan,NO_WELD
2.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.7578091605014305,nan,nan,NO_WELD
2.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.109378420432439,nan,nan,NO_WELD
2.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.109378420432439,nan,nan,NO_WELD
2.512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.7578091605014305,nan,nan,NO_WELD
2.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.7578091605014305,nan,nan,NO_WELD
2.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5.2734409284392205,nan,nan,NO_WELD
2.662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,5.2734409284392205,nan,nan,NO_WELD
2.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.4062466240378864,nan,nan,NO_WELD
2.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.4062466240378864,nan,nan,NO_WELD
2.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.1640659231013664,nan,nan,NO_WELD
2.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.1640659231013664,nan,nan,NO_WELD
2.912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.4062466240378864,nan,nan,NO_WELD
2.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,-1.4062466240378864,nan,nan,NO_WELD
3.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.5156285662866162,nan,nan,NO_WELD
